id,program_name,university_name,official_url,review_status,suggested_original_fee_rule,rationale
poland-medical-university-of-silesia-physiotherapy-silesia-bachelor,Physiotherapy,Medical University of Silesia,http://www.sum.edu.pl/physiotherapy,unresolved,,No safe fee rule found yet
poland-nicolaus-copernicus-university-collegium-medicum-physiotherapy-bydgoszcz-master,Physiotherapy,Nicolaus Copernicus University Collegium Medicum,https://study.cm.umk.pl/physiotherapy.html,unresolved,,No safe fee rule found yet
poland-graduate-school-for-social-research-institute-of-philosophy-sociology-polish-academy-of-sciences-gssr-w,GSSR,"Graduate School for Social Research, Institute of Philosophy & Sociology, Polish Academy of Sciences",https://www.gssr.edu.pl/doctoral-school/pphhdd-programme-in-psychology/individual-study-programme/,unresolved,,No safe fee rule found yet
poland-university-of-humanities-and-economics-in-lodz-political-science-odz-bachelor,Political science,University of Humanities and Economics in Lodz,http://www.ahe.lodz.pl/en/study-in-english/ba-in-political-science,unresolved,,No safe fee rule found yet
poland-university-of-warsaw-political-science-warsaw-master,Political science,University of Warsaw,http://www.inp.uw.edu.pl/mdsie,conditional,85 PLN or 100 PLN,Programme-level exam rules still vary by pathway
poland-university-of-humanities-and-economics-in-lodz-political-science-odz-master,Political science,University of Humanities and Economics in Lodz,https://www.ahe.lodz.pl/en/study-in-english/msc-in-political-science,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-power-engineering-gliwice-bachelor,Power engineering,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/32-bsc-power-engineering?search=399167,unresolved,,No safe fee rule found yet
poland-gdansk-university-of-technology-power-engineering-gdansk-bachelor,Power engineering,Gdańsk University of Technology,https://pg.edu.pl/en/node/8150,conditional,85 PLN or 100 PLN; 150 PLN for Architecture,Bachelor fee can vary by candidate document pathway
poland-silesian-university-of-technology-power-engineering-gliwice-master,Power engineering,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/38-msc-power-engineering--energy-transition?search=399167,unresolved,,No safe fee rule found yet
poland-poznan-university-of-economics-and-business-product-manager-poznan-bachelor,Product manager,Poznań University of Economics and Business,"http://ue.poznan.pl/en/programmes,c7330/bachelor,c7332/product-process-management-environment-technology-in-business,c9093/",unresolved,,No safe fee rule found yet
poland-kazimierz-wielki-university-psychology-bydgoszcz-master,Psychology,Kazimierz Wielki University,http://www.studyinbydgoszcz.pl/page/eng/cms/study_programmes_in_english/psychology/,unresolved,,No safe fee rule found yet
poland-adam-mickiewicz-university-poznan-public-management-poznan-master,Public management,"Adam Mickiewicz University, Poznań",https://wnpid.amu.edu.pl/en/study-with-us/public-governance-en,unresolved,,No safe fee rule found yet
poland-jan-dlugosz-university-in-czestochowa-security-studies-czestochowa-phd,Security studies,Jan Dlugosz University in Czestochowa,https://go-poland.pl/university/jan-dlugosz-university-czestochowa,unresolved,,No safe fee rule found yet
poland-military-university-of-technology-security-studies-warsaw-master,Security studies,Military University of Technology,https://www.wojsko-polskie.pl/wat/u/13/64/13644783-b53b-4f1e-aac0-0ac25c0057c1/national_security_2023.pdf,unresolved,,No safe fee rule found yet
poland-university-of-warsaw-security-studies-warsaw-master,Security studies,University of Warsaw,http://www.gpss.inp.uw.edu.pl/,conditional,85 PLN or 100 PLN,Programme-level exam rules still vary by pathway
poland-university-college-of-enterprise-and-administration-in-lublin-sociology-lublin-master,Sociology,University College of Enterprise and Administration in Lublin,http://www.en.wspa.pl/education/graduate_programs/sociology/,unresolved,,No safe fee rule found yet
poland-the-john-paul-ii-catholic-university-of-lublin-theology-lublin-master,Theology,The John Paul II Catholic University of Lublin,https://kandydat.kul.pl/en/strona-glowna/studia-i-stopnia/teologia-grupa-jezyku-angielskim/,conditional,85 PLN or 100 PLN,Programme-specific entrance-exam risk
poland-university-of-humanities-and-economics-in-lodz-tourism-and-recreation-odz-bachelor,Tourism and recreation,University of Humanities and Economics in Lodz,https://www.ahe.lodz.pl/en/study-in-english/ba-tourism-and-recreation,unresolved,,No safe fee rule found yet
poland-university-college-of-enterprise-and-administration-in-lublin-transport-lublin-bachelor,Transport,University College of Enterprise and Administration in Lublin,http://www.en.wspa.pl/education/undergraduate_programs/transport/,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-transport-gliwice-master,Transport,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/953-msc-transport?search=400676,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-transport-gliwice-bachelor,Transport,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/952-bsc-transport?search=400676,unresolved,,No safe fee rule found yet
poland-university-of-life-sciences-in-lublin-veterinary-science-lublin-master,Veterinary science,University of Life Sciences in Lublin,http://www.up.lublin.pl/english/,unresolved,,No safe fee rule found yet
poland-the-karol-lipinski-academy-of-music-in-wroc-aw-voice-studies-wroc-aw-bachelor,Voice studies,The Karol Lipiński Academy of Music in Wrocław,https://go-poland.pl/university/karol-lipinski-academy-music-wroclaw,unresolved,,No safe fee rule found yet
