id,program_name,university_name,original_deadline,action_taken
poland-silesian-university-of-technology-mining-and-geology-gliwice-bachelor,Mining and Geology,Silesian University of Technology,2020-09-15,Cleared stale deadline
poland-silesian-university-of-technology-mining-and-geology-gliwice-master,Mining and Geology,Silesian University of Technology,2020-12-18,Cleared stale deadline
poland-jagiellonian-university-in-krakow-molecular-biotechnology-krakow-master,Molecular Biotechnology,Jagiellonian University in Kraków,2024-05-04,Cleared stale deadline
poland-the-karol-szymanowski-academy-of-music-in-katowice-musical-instruments-katowice-bachelor,Musical instruments,The Karol Szymanowski Academy of Music in Katowice,2016-09-05,Cleared stale deadline
poland-the-karol-szymanowski-academy-of-music-in-katowice-musical-instruments-katowice-master,Musical instruments,The Karol Szymanowski Academy of Music in Katowice,2016-09-05,Cleared stale deadline
poland-jan-dlugosz-university-in-czestochowa-musical-instruments-czestochowa-phd,Musical instruments,Jan Dlugosz University in Czestochowa,2024-07-31,Cleared stale deadline
poland-lodz-university-of-technology-nanotechnology-odz-master,Nanotechnology,Lodz University of Technology,2025-07-10,Cleared stale deadline
poland-gdansk-university-of-technology-nanotechnology-gdansk-master,Nanotechnology,Gdańsk University of Technology,2024-02-05,Cleared stale deadline
poland-maritime-university-of-szczecin-navigation-szczecin-master,Navigation,Maritime University of Szczecin,2025-07-15,Cleared stale deadline
poland-maritime-university-of-szczecin-navigation-szczecin-bachelor,Navigation,Maritime University of Szczecin,2025-07-15,Cleared stale deadline
poland-warsaw-university-of-technology-navigation-warsaw-master,Navigation,Warsaw University of Technology,2025-07-21,Cleared stale deadline
poland-polish-air-force-academy-navigation-deblin-bachelor,Navigation,Polish Air Force Academy,2016-08-31,Cleared stale deadline
poland-warsaw-university-of-technology-nuclear-power-engineering-warsaw-master,Nuclear power engineering,Warsaw University of Technology,2025-07-21,Cleared stale deadline
poland-wroc-aw-university-of-science-and-technology-nuclear-power-engineering-wroc-aw-master,Nuclear power engineering,Wrocław University of Science and Technology,2021-11-30,Cleared stale deadline
poland-medical-university-of-silesia-nursing-silesia-bachelor,Nursing,Medical University of Silesia,2020-08-03,Cleared stale deadline
poland-nicolaus-copernicus-university-collegium-medicum-nursing-bydgoszcz-bachelor,Nursing,Nicolaus Copernicus University Collegium Medicum,2022-07-31,Cleared stale deadline
poland-medical-university-of-gdansk-nursing-gdansk-bachelor,Nursing,Medical University of Gdańsk,2023-07-31,Cleared stale deadline
poland-gdansk-university-of-technology-ocean-engineering-gdansk-master,Ocean engineering,Gdańsk University of Technology,2024-02-05,Cleared stale deadline
poland-university-of-opole-paleobiology-opole-master,Paleobiology,University of Opole,2020-09-25,Cleared stale deadline
poland-medical-university-of-gdansk-pharmaceutical-science-gdansk-phd,Pharmaceutical science,Medical University of Gdańsk,2016-09-30,Cleared stale deadline
poland-medical-university-of-silesia-pharmaceutical-science-silesia-master,Pharmaceutical science,Medical University of Silesia,2020-08-03,Cleared stale deadline
poland-medical-university-of-gdansk-pharmaceutical-science-gdansk-master,Pharmaceutical science,Medical University of Gdańsk,2023-07-31,Cleared stale deadline
poland-university-of-warsaw-philosophy-warsaw-bachelor,Philosophy,University of Warsaw,2016-07-08,Cleared stale deadline
poland-jan-dlugosz-university-in-czestochowa-philosophy-czestochowa-phd,Philosophy,Jan Dlugosz University in Czestochowa,2024-07-31,Cleared stale deadline
poland-the-john-paul-ii-catholic-university-of-lublin-philosophy-lublin-master,Philosophy,The John Paul II Catholic University of Lublin,2024-03-01,Cleared stale deadline
poland-the-john-paul-ii-catholic-university-of-lublin-philosophy-lublin-bachelor,Philosophy,The John Paul II Catholic University of Lublin,2024-03-01,Cleared stale deadline
poland-the-pontifical-university-oh-john-paul-ii-in-krakow-philosophy-ethics-and-religion-ma-krakow-master,"Philosophy, Ethics and Religion (MA)",The Pontifical University oh John Paul II in Krakow,2025-09-30,Cleared stale deadline
poland-university-of-silesia-in-katowice-physics-msc-silesia-in-katowice-master,Physics (MSc),University of Silesia in Katowice,2024-09-22,Cleared stale deadline
poland-university-of-zielona-gora-physics-zielona-gora-master,Physics,University of Zielona Góra,2025-10-01,Cleared stale deadline
poland-warsaw-university-of-technology-physics-warsaw-master,Physics,Warsaw University of Technology,2025-12-10,Cleared stale deadline
poland-kazimierz-wielki-university-physics-bydgoszcz-master,Physics,Kazimierz Wielki University,2016-09-15,Cleared stale deadline
poland-university-of-warsaw-physics-warsaw-phd,Physics,University of Warsaw,2015-06-12,Cleared stale deadline
poland-adam-mickiewicz-university-poznan-physics-poznan-master,Physics,"Adam Mickiewicz University, Poznań",2023-07-12,Cleared stale deadline
poland-university-of-zielona-gora-physics-zielona-gora-bachelor,Physics,University of Zielona Góra,2025-10-01,Cleared stale deadline
poland-agh-university-of-krakow-physics-krakow-bachelor,Physics,AGH University of Krakow,2025-09-04,Cleared stale deadline
poland-jan-dlugosz-university-in-czestochowa-physics-czestochowa-phd,Physics,Jan Dlugosz University in Czestochowa,2024-07-31,Cleared stale deadline
poland-university-of-warsaw-physics-and-astronomy-warsaw-phd,Physics and astronomy,University of Warsaw,2015-06-25,Cleared stale deadline
poland-nicolaus-copernicus-university-physics-and-astronomy-torun-master,Physics and astronomy,Nicolaus Copernicus University,2024-08-04,Cleared stale deadline
poland-kazimierz-wielki-university-physics-with-it-bydgoszcz-bachelor,Physics with IT,Kazimierz Wielki University,2016-09-15,Cleared stale deadline
poland-university-of-rzeszow-physiotherapy-rzeszow-master,Physiotherapy,University of Rzeszów,2025-09-18,Cleared stale deadline
poland-katowice-school-of-economics-physiotherapy-katowice-bachelor,Physiotherapy,Katowice School of Economics,2017-06-30,Cleared stale deadline
poland-medical-university-of-silesia-physiotherapy-silesia-bachelor,Physiotherapy,Medical University of Silesia,2020-08-03,Cleared stale deadline
poland-nicolaus-copernicus-university-collegium-medicum-physiotherapy-bydgoszcz-master,Physiotherapy,Nicolaus Copernicus University Collegium Medicum,2022-07-31,Cleared stale deadline
poland-lazarski-university-polish-module-warsaw-short-course,Polish module,Lazarski University,2024-09-30,Cleared stale deadline
poland-university-of-opole-polish-studies-opole-bachelor,Polish studies,University of Opole,2018-09-18,Cleared stale deadline
poland-university-of-zielona-gora-political-science-zielona-gora-master,Political science,University of Zielona Góra,2025-10-01,Cleared stale deadline
poland-graduate-school-for-social-research-institute-of-philosophy-sociology-polish-academy-of-sciences-gssr-w,GSSR,"Graduate School for Social Research, Institute of Philosophy & Sociology, Polish Academy of Sciences",2022-07-11,Cleared stale deadline
poland-university-of-humanities-and-economics-in-lodz-political-science-odz-bachelor,Political science,University of Humanities and Economics in Lodz,2020-08-31,Cleared stale deadline
poland-university-of-warsaw-political-science-warsaw-master,Political science,University of Warsaw,2016-09-19,Cleared stale deadline
poland-university-of-humanities-and-economics-in-lodz-political-science-odz-master,Political science,University of Humanities and Economics in Lodz,2020-08-31,Cleared stale deadline
poland-warsaw-university-of-technology-power-engineering-warsaw-master,Power engineering,Warsaw University of Technology,2025-07-21,Cleared stale deadline
poland-warsaw-university-of-technology-power-engineering-warsaw-bachelor,Power engineering,Warsaw University of Technology,2025-07-21,Cleared stale deadline
poland-silesian-university-of-technology-power-engineering-gliwice-bachelor,Power engineering,Silesian University of Technology,2020-09-15,Cleared stale deadline
poland-gdansk-university-of-technology-power-engineering-gdansk-bachelor,Power engineering,Gdańsk University of Technology,2024-07-10,Cleared stale deadline
poland-wroc-aw-university-of-science-and-technology-power-engineering-wroc-aw-master,Power engineering,Wrocław University of Science and Technology,2021-11-30,Cleared stale deadline
poland-silesian-university-of-technology-power-engineering-gliwice-master,Power engineering,Silesian University of Technology,2020-12-18,Cleared stale deadline
poland-poznan-university-of-economics-and-business-product-manager-poznan-bachelor,Product manager,Poznań University of Economics and Business,2017-06-01,Cleared stale deadline
poland-warsaw-university-of-technology-production-engineering-warsaw-master,Production engineering,Warsaw University of Technology,2025-07-21,Cleared stale deadline
poland-university-of-warsaw-psychology-warsaw-master,Psychology,University of Warsaw,2016-07-08,Cleared stale deadline
poland-kazimierz-wielki-university-psychology-bydgoszcz-master,Psychology,Kazimierz Wielki University,2016-07-10,Cleared stale deadline
poland-adam-mickiewicz-university-poznan-public-management-poznan-master,Public management,"Adam Mickiewicz University, Poznań",2023-09-20,Cleared stale deadline
poland-university-of-silesia-in-katowice-creative-management-in-new-media-ma-silesia-in-katowice-master,Creative management in new media (MA),University of Silesia in Katowice,2024-08-31,Cleared stale deadline
poland-sgh-warsaw-school-of-economics-quantitative-methods-in-economics-and-information-systems-warsaw-bachelo,Quantitative methods in economics and information systems,SGH Warsaw School of Economics,2024-07-24,Cleared stale deadline
poland-lodz-university-of-technology-science-and-technology-odz-bachelor,Science and technology,Lodz University of Technology,2025-07-10,Cleared stale deadline
poland-jan-dlugosz-university-in-czestochowa-security-studies-czestochowa-phd,Security studies,Jan Dlugosz University in Czestochowa,2024-07-31,Cleared stale deadline
poland-military-university-of-technology-security-studies-warsaw-master,Security studies,Military University of Technology,2025-12-31,Cleared stale deadline
poland-university-of-warsaw-security-studies-warsaw-master,Security studies,University of Warsaw,2016-09-19,Cleared stale deadline
poland-university-of-szczecin-social-sciences-szczecin-bachelor,Social sciences,University of Szczecin,2024-09-10,Cleared stale deadline
poland-university-college-of-enterprise-and-administration-in-lublin-sociology-lublin-master,Sociology,University College of Enterprise and Administration in Lublin,2016-08-31,Cleared stale deadline
poland-university-of-zielona-gora-sociology-zielona-gora-master,Sociology,University of Zielona Gora,2023-10-01,Cleared stale deadline
poland-gdansk-university-of-technology-spatial-development-gdansk-master,Spatial development,Gdańsk University of Technology,2024-02-05,Cleared stale deadline
poland-warsaw-university-of-technology-spatial-development-warsaw-master,Spatial development,Warsaw University of Technology,2025-07-21,Cleared stale deadline
poland-university-of-opole-sustainable-development-opole-master,Sustainable Development,University of Opole,2020-09-25,Cleared stale deadline
poland-university-of-warsaw-teaching-english-to-young-learners-warsaw-master,Teaching English to Young Learners,University of Warsaw,2016-07-15,Cleared stale deadline
poland-lodz-university-of-technology-telecommunications-odz-bachelor,Telecommunications,Lodz University of Technology,2025-07-10,Cleared stale deadline
poland-lodz-university-of-technology-textile-studies-odz-master,Textile studies,Lodz University of Technology,2025-06-10,Cleared stale deadline
poland-lodz-university-of-technology-textile-studies-odz-bachelor,Textile studies,Lodz University of Technology,2025-07-10,Cleared stale deadline
poland-the-john-paul-ii-catholic-university-of-lublin-theology-lublin-master,Theology,The John Paul II Catholic University of Lublin,2024-03-01,Cleared stale deadline
poland-university-of-humanities-and-economics-in-lodz-tourism-and-recreation-odz-bachelor,Tourism and recreation,University of Humanities and Economics in Lodz,2020-08-31,Cleared stale deadline
poland-university-college-of-enterprise-and-administration-in-lublin-transport-lublin-bachelor,Transport,University College of Enterprise and Administration in Lublin,2016-08-31,Cleared stale deadline
poland-silesian-university-of-technology-transport-gliwice-master,Transport,Silesian University of Technology,2020-12-18,Cleared stale deadline
poland-silesian-university-of-technology-transport-gliwice-bachelor,Transport,Silesian University of Technology,2020-09-15,Cleared stale deadline
poland-warsaw-university-of-technology-transport-warsaw-master,Transport,Warsaw University of Technology,2025-07-21,Cleared stale deadline
poland-university-of-warmia-and-mazury-in-olsztyn-veterinary-science-olsztyn-master,Veterinary science,University of Warmia and Mazury in Olsztyn,2017-07-07,Cleared stale deadline
poland-wroc-aw-university-of-environmental-and-life-sciences-veterinary-science-wroc-aw-phd,Veterinary science,Wrocław University of Environmental and Life Sciences,2022-05-30,Cleared stale deadline
poland-university-of-life-sciences-in-lublin-veterinary-science-lublin-master,Veterinary science,University of Life Sciences in Lublin,2017-09-15,Cleared stale deadline
poland-the-karol-lipinski-academy-of-music-in-wroc-aw-voice-studies-wroc-aw-bachelor,Voice studies,The Karol Lipiński Academy of Music in Wrocław,2016-08-16,Cleared stale deadline
